date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:01:38	2548/2548	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%229f4-59023d6e-a15438a198e61c18;;;%22	http://demo.templateocean.com/premium/template/kane/layout-style-one/dark/image-bg/assets/app-icons/fonts/app-icons.eot?	C:/Users/Zver/Desktop/first_pull/demo.templateocean.com/premium/template/kane/layout-style-one/dark/image-bg/assets/app-icons/fonts/app-iconsd41d.eot	(from http://demo.templateocean.com/premium/template/kane/layout-style-one/dark/image-bg/assets/app-icons/styles.css)
15:01:39	59388/59388	---M--	200	added ('OK')	font/ttf	etag:%22e7fc-59023d6e-3695d56c406c67de;;;%22	http://demo.templateocean.com/premium/template/kane/layout-style-one/dark/image-bg/assets/elegant-icons/fonts/ElegantIcons.ttf	C:/Users/Zver/Desktop/first_pull/demo.templateocean.com/premium/template/kane/layout-style-one/dark/image-bg/assets/elegant-icons/fonts/ElegantIcons.ttf	(from http://demo.templateocean.com/premium/template/kane/layout-style-one/dark/image-bg/assets/elegant-icons/style.css)
15:01:39	1612/1612	---M--	200	added ('OK')	font/woff	etag:%2264c-59023d6e-7b810620deb91d55;;;%22	http://demo.templateocean.com/premium/template/kane/layout-style-one/dark/image-bg/assets/app-icons/fonts/app-icons.woff	C:/Users/Zver/Desktop/first_pull/demo.templateocean.com/premium/template/kane/layout-style-one/dark/image-bg/assets/app-icons/fonts/app-icons.woff	(from http://demo.templateocean.com/premium/template/kane/layout-style-one/dark/image-bg/assets/app-icons/styles.css)
15:01:39	2380/2380	---M--	200	added ('OK')	font/ttf	etag:%2294c-59023d6e-ff95b43d591f0a2a;;;%22	http://demo.templateocean.com/premium/template/kane/layout-style-one/dark/image-bg/assets/app-icons/fonts/app-icons.ttf	C:/Users/Zver/Desktop/first_pull/demo.templateocean.com/premium/template/kane/layout-style-one/dark/image-bg/assets/app-icons/fonts/app-icons.ttf	(from http://demo.templateocean.com/premium/template/kane/layout-style-one/dark/image-bg/assets/app-icons/styles.css)
15:01:39	2707/2707	---M-Z	200	added ('OK')	image/svg+xml	etag:%22a93-59023d6e-8e739a1fa8f6c3ba;gz%22	http://demo.templateocean.com/premium/template/kane/layout-style-one/dark/image-bg/assets/app-icons/fonts/app-icons.svg	C:/Users/Zver/Desktop/first_pull/demo.templateocean.com/premium/template/kane/layout-style-one/dark/image-bg/assets/app-icons/fonts/app-icons.svg	(from http://demo.templateocean.com/premium/template/kane/layout-style-one/dark/image-bg/assets/app-icons/styles.css)
15:01:39	1148/1148	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2022%20Jun%202019%2012:01:36%20GMT	http://demo.templateocean.com/premium/template/kane/layout-style-one/dark/image-bg/css/AjaxLoader.gif	C:/Users/Zver/Desktop/first_pull/demo.templateocean.com/premium/template/kane/layout-style-one/dark/image-bg/css/AjaxLoader.gif	(from http://demo.templateocean.com/premium/template/kane/layout-style-one/dark/image-bg/css/owl.theme.css)
15:01:40	59572/59572	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22e8b4-59023d6e-f618956d2ecbef0b;;;%22	http://demo.templateocean.com/premium/template/kane/layout-style-one/dark/image-bg/assets/elegant-icons/fonts/ElegantIcons.eot?	C:/Users/Zver/Desktop/first_pull/demo.templateocean.com/premium/template/kane/layout-style-one/dark/image-bg/assets/elegant-icons/fonts/ElegantIconsd41d.eot	(from http://demo.templateocean.com/premium/template/kane/layout-style-one/dark/image-bg/assets/elegant-icons/style.css)
15:01:40	1148/1148	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2022%20Jun%202019%2012:01:36%20GMT	http://demo.templateocean.com/premium/template/kane/layout-style-one/dark/image-bg/css/grabbing.png	C:/Users/Zver/Desktop/first_pull/demo.templateocean.com/premium/template/kane/layout-style-one/dark/image-bg/css/grabbing.png	(from http://demo.templateocean.com/premium/template/kane/layout-style-one/dark/image-bg/css/owl.carousel.css)
15:01:41	1377/1377	---M--	200	added ('OK')	image/png	etag:%22561-59023d6e-e9f161bb5a7c41bb;;;%22	http://demo.templateocean.com/premium/template/kane/layout-style-one/dark/image-bg/css/nivo_themes/default/prev.png	C:/Users/Zver/Desktop/first_pull/demo.templateocean.com/premium/template/kane/layout-style-one/dark/image-bg/css/nivo_themes/default/prev.png	(from http://demo.templateocean.com/premium/template/kane/layout-style-one/dark/image-bg/css/nivo_themes/default/default.css)
15:01:41	7303/7303	---M--	200	added ('OK')	image/gif	etag:%221c87-59023d6e-58f5052662e3f343;;;%22	http://demo.templateocean.com/premium/template/kane/layout-style-one/dark/image-bg/css/nivo_themes/default/loading.gif	C:/Users/Zver/Desktop/first_pull/demo.templateocean.com/premium/template/kane/layout-style-one/dark/image-bg/css/nivo_themes/default/loading.gif	(from http://demo.templateocean.com/premium/template/kane/layout-style-one/dark/image-bg/css/nivo_themes/default/default.css)
15:01:41	1329/1329	---M--	200	added ('OK')	image/png	etag:%22531-59023d6e-602a4f957769813c;;;%22	http://demo.templateocean.com/premium/template/kane/layout-style-one/dark/image-bg/css/nivo_themes/default/next.png	C:/Users/Zver/Desktop/first_pull/demo.templateocean.com/premium/template/kane/layout-style-one/dark/image-bg/css/nivo_themes/default/next.png	(from http://demo.templateocean.com/premium/template/kane/layout-style-one/dark/image-bg/css/nivo_themes/default/default.css)
15:01:41	63664/63664	---M--	200	added ('OK')	font/woff	etag:%22f8b0-59023d6e-3d176e028a0260b;;;%22	http://demo.templateocean.com/premium/template/kane/layout-style-one/dark/image-bg/assets/elegant-icons/fonts/ElegantIcons.woff	C:/Users/Zver/Desktop/first_pull/demo.templateocean.com/premium/template/kane/layout-style-one/dark/image-bg/assets/elegant-icons/fonts/ElegantIcons.woff	(from http://demo.templateocean.com/premium/template/kane/layout-style-one/dark/image-bg/assets/elegant-icons/style.css)
15:01:41	1222/1222	---M--	200	added ('OK')	image/png	etag:%224c6-59023d6e-6f34d9c598b0798f;;;%22	http://demo.templateocean.com/premium/template/kane/layout-style-one/dark/image-bg/css/nivo_themes/default/close.png	C:/Users/Zver/Desktop/first_pull/demo.templateocean.com/premium/template/kane/layout-style-one/dark/image-bg/css/nivo_themes/default/close.png	(from http://demo.templateocean.com/premium/template/kane/layout-style-one/dark/image-bg/css/nivo_themes/default/default.css)
15:01:42	1746/1746	---M--	200	added ('OK')	image/png	etag:%226d2-59023d6e-203b138d253ab9da;;;%22	http://demo.templateocean.com/premium/template/kane/layout-style-one/dark/image-bg/css/nivo_themes/default/prev@2x.png	C:/Users/Zver/Desktop/first_pull/demo.templateocean.com/premium/template/kane/layout-style-one/dark/image-bg/css/nivo_themes/default/prev@2x.png	(from http://demo.templateocean.com/premium/template/kane/layout-style-one/dark/image-bg/css/nivo_themes/default/default.css)
15:01:42	1839/1839	---M--	200	added ('OK')	image/png	etag:%2272f-59023d6e-f845ea71b6f7132c;;;%22	http://demo.templateocean.com/premium/template/kane/layout-style-one/dark/image-bg/css/nivo_themes/default/next@2x.png	C:/Users/Zver/Desktop/first_pull/demo.templateocean.com/premium/template/kane/layout-style-one/dark/image-bg/css/nivo_themes/default/next@2x.png	(from http://demo.templateocean.com/premium/template/kane/layout-style-one/dark/image-bg/css/nivo_themes/default/default.css)
15:01:42	18134/18134	---M--	200	added ('OK')	image/gif	etag:%2246d6-59023d6e-2fcc5da86b674998;;;%22	http://demo.templateocean.com/premium/template/kane/layout-style-one/dark/image-bg/css/nivo_themes/default/loading@2x.gif	C:/Users/Zver/Desktop/first_pull/demo.templateocean.com/premium/template/kane/layout-style-one/dark/image-bg/css/nivo_themes/default/loading@2x.gif	(from http://demo.templateocean.com/premium/template/kane/layout-style-one/dark/image-bg/css/nivo_themes/default/default.css)
15:01:42	1690/1690	---M--	200	added ('OK')	image/png	etag:%2269a-59023d6e-82e620a9bc5f3824;;;%22	http://demo.templateocean.com/premium/template/kane/layout-style-one/dark/image-bg/css/nivo_themes/default/close@2x.png	C:/Users/Zver/Desktop/first_pull/demo.templateocean.com/premium/template/kane/layout-style-one/dark/image-bg/css/nivo_themes/default/close@2x.png	(from http://demo.templateocean.com/premium/template/kane/layout-style-one/dark/image-bg/css/nivo_themes/default/default.css)
15:01:45	31076/31076	---M--	200	added ('OK')	image/gif	etag:%227964-5902ca0c-e98b9ac09f58767a;;;%22	http://demo.templateocean.com/premium/template/kane/files/images/loading.gif	C:/Users/Zver/Desktop/first_pull/demo.templateocean.com/premium/template/kane/files/images/loading.gif	(from http://demo.templateocean.com/premium/template/kane/layout-style-one/dark/image-bg/css/styles.css)
15:01:45	18744/18744	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%224938-59023d6e-9689527a1aee0912;;;%22	http://demo.templateocean.com/premium/template/kane/layout-style-one/dark/image-bg/fonts/lanenar_Lane.eot	C:/Users/Zver/Desktop/first_pull/demo.templateocean.com/premium/template/kane/layout-style-one/dark/image-bg/fonts/lanenar_Lane.eot	(from http://demo.templateocean.com/premium/template/kane/layout-style-one/dark/image-bg/css/styles.css)
15:01:46	61350/61350	---M-Z	200	added ('OK')	image/svg+xml	etag:%22efa6-59023d6e-97eba95f6d536575;gz%22	http://demo.templateocean.com/premium/template/kane/layout-style-one/dark/image-bg/fonts/lanenar_Lane.svg	C:/Users/Zver/Desktop/first_pull/demo.templateocean.com/premium/template/kane/layout-style-one/dark/image-bg/fonts/lanenar_Lane.svg	(from http://demo.templateocean.com/premium/template/kane/layout-style-one/dark/image-bg/css/styles.css)
15:01:47	18744/18744	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%224938-59023d6e-9689527a1aee0912;;;%22	http://demo.templateocean.com/premium/template/kane/layout-style-one/dark/image-bg/fonts/lanenar_Lane.eot?	C:/Users/Zver/Desktop/first_pull/demo.templateocean.com/premium/template/kane/layout-style-one/dark/image-bg/fonts/lanenar_Laned41d.eot	(from http://demo.templateocean.com/premium/template/kane/layout-style-one/dark/image-bg/css/styles.css)
15:01:47	22084/22084	---M--	200	added ('OK')	font/woff	etag:%225644-59023d6e-db9469a596a9ee57;;;%22	http://demo.templateocean.com/premium/template/kane/layout-style-one/dark/image-bg/fonts/lanenar_Lane.woff	C:/Users/Zver/Desktop/first_pull/demo.templateocean.com/premium/template/kane/layout-style-one/dark/image-bg/fonts/lanenar_Lane.woff	(from http://demo.templateocean.com/premium/template/kane/layout-style-one/dark/image-bg/css/styles.css)
15:01:52	38016/38016	---M--	200	added ('OK')	font/ttf	etag:%229480-59023d6e-168860edeb5f4a50;;;%22	http://demo.templateocean.com/premium/template/kane/layout-style-one/dark/image-bg/fonts/lanenar_Lane.ttf	C:/Users/Zver/Desktop/first_pull/demo.templateocean.com/premium/template/kane/layout-style-one/dark/image-bg/fonts/lanenar_Lane.ttf	(from http://demo.templateocean.com/premium/template/kane/layout-style-one/dark/image-bg/css/styles.css)
15:01:59	40714/40714	---M--	200	added ('OK')	image/jpeg	etag:%229f0a-5902ca0c-296be39957b92ff8;;;%22	http://demo.templateocean.com/premium/template/kane/files/images/screenshots/3.jpg	C:/Users/Zver/Desktop/first_pull/demo.templateocean.com/premium/template/kane/files/images/screenshots/3.jpg	(from http://demo.templateocean.com/premium/template/kane/layout-style-one/dark/image-bg/index.html)
15:02:01	29097/29097	---M-Z	200	added ('OK')	application/javascript	etag:%2271a9-59023d6e-d6da189d920bb73a;gz%22	http://demo.templateocean.com/premium/template/kane/layout-style-one/dark/image-bg/js/bootstrap.min.js	C:/Users/Zver/Desktop/first_pull/demo.templateocean.com/premium/template/kane/layout-style-one/dark/image-bg/js/bootstrap.min.js	(from http://demo.templateocean.com/premium/template/kane/layout-style-one/dark/image-bg/index.html)
15:02:23	271300/271300	---M--	200	added ('OK')	image/jpeg	etag:%22423c4-5902ca0c-9c895ada10eedceb;;;%22	http://demo.templateocean.com/premium/template/kane/files/images/bg-2.jpg	C:/Users/Zver/Desktop/first_pull/demo.templateocean.com/premium/template/kane/files/images/bg-2.jpg	(from http://demo.templateocean.com/premium/template/kane/layout-style-one/dark/image-bg/css/styles.css)
15:02:34	409216/409216	---M--	200	added ('OK')	image/jpeg	etag:%2263e80-5902ca0c-e35a6f626a3f9cae;;;%22	http://demo.templateocean.com/premium/template/kane/files/images/bg-1.jpg	C:/Users/Zver/Desktop/first_pull/demo.templateocean.com/premium/template/kane/files/images/bg-1.jpg	(from http://demo.templateocean.com/premium/template/kane/layout-style-one/dark/image-bg/css/styles.css)
15:02:38	515224/515224	---M--	200	added ('OK')	image/jpeg	etag:%227dc98-5902ca0c-e6cac08d67b1d5ce;;;%22	http://demo.templateocean.com/premium/template/kane/files/images/bg-3.jpg	C:/Users/Zver/Desktop/first_pull/demo.templateocean.com/premium/template/kane/files/images/bg-3.jpg	(from http://demo.templateocean.com/premium/template/kane/layout-style-one/dark/image-bg/css/styles.css)
